Location,District,District_PriceCode,Area,Area_PriceCode,Land Area,Bedrooms,Facing,Facing_PriceCode,Road Access,Price
"Kaushaltar, B'",B,30105180.59,Kaushaltar,29467986.13,3,4,S,32245048.02,12,30000000
"Nakhu, L'",L,31597883.37,Nakhu,31374118.07,4.1,4,SW,37155594.23,13,36000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,3.2,4,SE,33504792.57,13,28500000
"Gairgaun, K'",K,33377333.82,Gairgaun,33521026.01,3.3,5,SE,33504792.57,13,22000000
"Dhalmal, K'",K,33377333.82,Dhalmal,32752121.65,3.1,5,E,32747439.5,12,22000000
"Sanagaun, L'",L,31597883.37,Sanagaun,29331922.25,4,6,W,31258615.52,16,19000000
"Gurjudhara, K'",K,33377333.82,Gurjudhara,28584889.21,4,8,SE,33504792.57,26,30000000
"Bansbari, K'",K,33377333.82,Bansbari,37830175.69,5,3,N,30729924.74,13,10000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3,4,SE,33504792.57,14,20000000
"Aarubari, K'",K,33377333.82,Aarubari,33524848.93,4,5,E,32747439.5,12,35000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,4,E,32747439.5,13,24000000
"Tokha, K'",K,33377333.82,Tokha,28346274.65,3,6,W,31258615.52,13,26500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.5,5,NE,35380083.03,12,26000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,5,5,E,32747439.5,20,40000000
"Matatirtha, K'",K,33377333.82,Matatirtha,31136410.63,4.2,5,NW,34218387,13,29000000
"Dharmasthali, K'",K,33377333.82,Dharmasthali,29876667.01,3.2,3,W,31258615.52,13,13000000
"Gongabu, K'",K,33377333.82,Gongabu,35322539.91,4,5,S,32245048.02,12,35000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4.1,5,W,31258615.52,13,35500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,6.1,5,N,30729924.74,20,55000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,5,4,N,30729924.74,13,36000000
"Goldhunga, K'",K,33377333.82,Goldhunga,25889697.19,3,2,E,32747439.5,10,12000000
"Lubhu, L'",L,31597883.37,Lubhu,27393622.83,2.2,6,NE,35380083.03,13,17000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,5,E,32747439.5,20,27500000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,8,7,N,30729924.74,16,65000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4,6,E,32747439.5,13,36500000
"Nagarjun, K'",K,33377333.82,Nagarjun,30424927.75,4,7,NE,35380083.03,30,38700000
"Tokha, K'",K,33377333.82,Tokha,28346274.65,5.2,5,NE,35380083.03,12,45000000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,4,4,SE,33504792.57,13,30000000
"Kalopool, K'",K,33377333.82,Kalopool,32147778.18,3.8,2,SE,33504792.57,15,22000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.3,6,W,31258615.52,20,26500000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3,2,E,32747439.5,12,16500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,7,SW,37155594.23,20,36000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,3,5,W,31258615.52,18,23000000
"Chunikhel, K'",K,33377333.82,Chunikhel,28784889.21,3,4,E,32747439.5,12,16000000
"Naikap, K'",K,33377333.82,Naikap,29692549.31,8.2,7,N,30729924.74,13,47500000
"Thulo Bharayang, K'",K,33377333.82,Thulo Bharayang,30892083.64,4,5,S,32245048.02,12,29000000
"Khusibu, K'",K,33377333.82,Khusibu,32983809.87,3.1,5,E,32747439.5,15,34000000
"Narayantar, K'",K,33377333.82,Narayantar,32876667.01,3,5,E,32747439.5,13,24500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,4,7,E,32747439.5,13,37500000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,4.2,6,E,32747439.5,20,42500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,5,N,30729924.74,12,21500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,5,N,30729924.74,13,37500000
"Gwarko, L'",L,31597883.37,Gwarko,29086036.25,4,7,NW,34218387,13,47500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,4,S,32245048.02,13,23500000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,4.2,7,E,32747439.5,25,47000000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,8,6,S,32245048.02,20,90000000
"Nepaltar, K'",K,33377333.82,Nepaltar,31112381.3,3.2,8,S,32245048.02,13,22400000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3.3,7,S,32245048.02,13,26500000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,4,6,S,32245048.02,15,39900000
"Kuleshwor, K'",K,33377333.82,Kuleshwor,33377333.82,3,6,E,32747439.5,18,33500000
"Sano thimi, B'",B,30105180.59,Sano Thimi,33337650.49,4,6,S,32245048.02,18,49000000
"Makalbari, K'",K,33377333.82,Makalbari,29184889.21,6.1,5,N,30729924.74,12,37000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,NW,34218387,20,27500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6,4,S,32245048.02,20,64000000
"Durbar Marga, K'",K,33377333.82,Durbar Marga,33377333.82,7,12,W,31258615.52,14,40000000
"Taulung, K'",K,33377333.82,Taulung,34944102.94,5,2,E,32747439.5,14,40000000
"Phutung, K'",K,33377333.82,Phutung,31639444.85,4,4,S,32245048.02,20,29900000
"Bouddha, K'",K,33377333.82,Bouddha,36021026.01,6.2,7,E,32747439.5,20,45000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4,7,NE,35380083.03,13,38500000
"Narayantar, K'",K,33377333.82,Narayantar,32876667.01,3.2,7,SW,37155594.23,16,37500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,4,E,32747439.5,20,25000000
"Nepaltar, K'",K,33377333.82,Nepaltar,31112381.3,3,11,E,32747439.5,9,19600000
"Jarankhu, K'",K,33377333.82,Jarankhu,32814444.85,5,5,E,32747439.5,22,28400000
"Nepaltar, K'",K,33377333.82,Nepaltar,31112381.3,3,9,E,32747439.5,9,16200000
"Maitrinagar, K'",K,33377333.82,Maitrinagar,35343030.74,6,10,NE,35380083.03,13,55000000
"Thimi, B'",B,30105180.59,Thimi,31913800.53,5,8,NW,34218387,20,50000000
"Bhangal, K'",K,33377333.82,Bhangal,27786495.85,4,4,W,31258615.52,12,27500000
"Kharibot, K'",K,33377333.82,Kharibot,33840952.73,5,7,E,32747439.5,16,42500000
"Dharmasthali, K'",K,33377333.82,Dharmasthali,29876667.01,4,4,N,30729924.74,20,21000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,4,E,32747439.5,13,23000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.3,5,S,32245048.02,20,42500000
"Setipakha, L'",L,31597883.37,Setipakha,28637712.98,3.1,4,NE,35380083.03,13,26500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6,4,W,31258615.52,13,70000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4,2,S,32245048.02,15,24000000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,5,8,E,32747439.5,13,41000000
"Thapathali, K'",K,33377333.82,Thapathali,37490256.78,6.2,6,S,32245048.02,12,44500000
"Kharibot, K'",K,33377333.82,Kharibot,33840952.73,10.3,6,NE,35380083.03,13,45000000
"Manamaiju, K'",K,33377333.82,Manamaiju,34339608.13,3,6,S,32245048.02,22,27500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,4,E,32747439.5,20,45000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,8,5,SW,37155594.23,20,68000000
"Jyotinagar, K'",K,33377333.82,Jyotinagar,32457255.19,5.1,4,E,32747439.5,13,46500000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,4.2,5,W,31258615.52,13,34500000
"Basundhara, K'",K,33377333.82,Basundhara,33996041.82,4.2,6,SE,33504792.57,16,42000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,4,E,32747439.5,14,43000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,W,31258615.52,13,25500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,S,32245048.02,13,27500000
"Harisiddhi, L'",L,31597883.37,Harisiddhi,28943268.54,3,4,W,31258615.52,20,27000000
"Thaiba, L'",L,31597883.37,Thaiba,31469343.16,3.2,4,E,32747439.5,13,24000000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,3.2,4,N,30729924.74,14,29000000
"Chandol, K'",K,33377333.82,Chandol,39642083.64,5,7,N,30729924.74,12,36000000
"Tyanglafat, K'",K,33377333.82,Tyanglafat,35524848.93,7.2,4,E,32747439.5,20,57000000
"Ganesh Chowk, K'",K,33377333.82,Ganesh Chowk,38723666.91,4,4,W,31258615.52,13,41700000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,3.1,6,E,32747439.5,13,29900000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,6,E,32747439.5,12,20000000
"Setipakha, L'",L,31597883.37,Setipakha,28637712.98,4,8,W,31258615.52,13,26500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,8,9,N,30729924.74,13,55000000
"Sanagaun, L'",L,31597883.37,Sanagaun,29331922.25,5,7,E,32747439.5,20,33500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.5,1,S,32245048.02,10,14000000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3,5,S,32245048.02,13,25500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,6,W,31258615.52,15,32500000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,3.1,4,N,30729924.74,18,22500000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3,7,S,32245048.02,13,23000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,4,5,SE,33504792.57,13,35000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,4,S,32245048.02,20,26500000
"Sanagaun, L'",L,31597883.37,Sanagaun,29331922.25,4,6,NE,35380083.03,13,29500000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3.1,2,NE,35380083.03,13,16000000
"Chapali, K'",K,33377333.82,Chapali,36408666.91,2.3,6,E,32747439.5,13,27000000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3,4,S,32245048.02,13,23000000
"Sundarbasti, K'",K,33377333.82,Sundarbasti,32107222.42,4.2,6,NE,35380083.03,13,38800000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,4.1,7,E,32747439.5,13,39800000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,5,5,W,31258615.52,13,43500000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,3,4,NW,34218387,10,23000000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,3,5,S,32245048.02,10,23000000
"Pepsicola, K'",K,33377333.82,Pepsicola,36370158.96,3.1,4,N,30729924.74,20,34000000
"Satungal, K'",K,33377333.82,Satungal,29184889.21,2.2,3,E,32747439.5,4,15000000
"Baneshwor, K'",K,33377333.82,Baneshwor,34728718.32,3,6,SW,37155594.23,20,38000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,4,6,S,32245048.02,13,37500000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,4.2,8,N,30729924.74,13,42500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4.1,5,N,30729924.74,13,34500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,N,30729924.74,13,26500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,5,S,32245048.02,13,31500000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3.3,5,S,32245048.02,13,37500000
"Buddha Chowk, K'",K,33377333.82,Buddha Chowk,33174872.17,5.2,5,E,32747439.5,13,39000000
"New Buspark, K'",K,33377333.82,New Buspark,37290256.78,6,6,W,31258615.52,4,40000000
"Chhauni, K'",K,33377333.82,Chhauni,32751795.25,3.2,5,S,32245048.02,13,35000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,4.1,4,W,31258615.52,20,58600000
"Balkot, B'",B,30105180.59,Balkot,31371147.63,9,5,N,30729924.74,26,45000000
"Dhumbarahi, K'",K,33377333.82,Dhumbarahi,38251555.88,5.2,8,NW,34218387,13,55000000
"Bansbari, K'",K,33377333.82,Bansbari,37830175.69,4.2,5,S,32245048.02,12,51000000
"Naya Basti, K'",K,33377333.82,Naya Basti,33184889.21,3.2,5,N,30729924.74,10,26000000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,3,5,N,30729924.74,13,27000000
"Megha City, K'",K,33377333.82,Megha City,31197949.09,3.2,3,N,30729924.74,13,12000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,5.2,7,E,32747439.5,18,38500000
"Bansbari, K'",K,33377333.82,Bansbari,37830175.69,4.3,4,S,32245048.02,12,52000000
"Thaiba, L'",L,31597883.37,Thaiba,31469343.16,4.1,2,S,32245048.02,13,26000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,5,E,32747439.5,13,31000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,6,N,30729924.74,13,25500000
"Bojepokhari, L'",L,31597883.37,Bojepokhari,31597883.37,3.2,4,E,32747439.5,12,28500000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,5,10,E,32747439.5,27,85000000
"Sunakothi, L'",L,31597883.37,Sunakothi,34811177.11,7,4,N,30729924.74,20,51500000
"Baniyatar, K'",K,33377333.82,Baniyatar,30735833.64,3.3,7,SW,37155594.23,13,27000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,3.2,6,N,30729924.74,13,29500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,3,6,N,30729924.74,13,28000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,6.2,4,NW,34218387,13,43500000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,3.1,5,E,32747439.5,13,23500000
"Bouddha, K'",K,33377333.82,Bouddha,36021026.01,4,4,SE,33504792.57,8,25000000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,6,4,E,32747439.5,20,51000000
"Sanepa, L'",L,31597883.37,Sanepa,44394230.18,6.7,5,NW,34218387,14,63500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,7,5,N,30729924.74,13,78000000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,7,5,E,32747439.5,13,85000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,E,32747439.5,13,25000000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3,2,N,30729924.74,13,16500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4,6,E,32747439.5,13,34500000
"Bafal, K'",K,33377333.82,Bafal,37063333.51,2.2,6,N,30729924.74,12,23500000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,4.2,4,N,30729924.74,13,38500000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,2.3,9,E,32747439.5,13,21500000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,7,7,E,32747439.5,12,39000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,W,31258615.52,20,27500000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,3.1,6,N,30729924.74,13,29500000
"Chandragiri, K'",K,33377333.82,Chandragiri,28210833.64,4,2,SE,33504792.57,10,16000000
"Maharajgunj, K'",K,33377333.82,Maharajgunj,44988666.91,10,6,NE,35380083.03,13,72500000
"Sundarbasti, K'",K,33377333.82,Sundarbasti,32107222.42,4.5,6,N,30729924.74,13,38500000
"Golfutar, K'",K,33377333.82,Golfutar,37927521.49,4,4,S,32245048.02,16,29500000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,4,6,E,32747439.5,15,25000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,3,E,32747439.5,13,26000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.3,6,W,31258615.52,23,32500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.5,5,E,32747439.5,12,22500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4.2,6,S,32245048.02,13,40000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.1,4,W,31258615.52,13,31500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,5,W,31258615.52,13,33000000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,4.1,7,NW,34218387,13,27000000
"Setipakha, L'",L,31597883.37,Setipakha,28637712.98,2.3,4,E,32747439.5,13,22500000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,3.3,6,S,32245048.02,16,33000000
"Raniban, K'",K,33377333.82,Raniban,35515185.46,3,6,E,32747439.5,20,36000000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,4,6,W,31258615.52,16,37500000
"Nakhu, L'",L,31597883.37,Nakhu,31374118.07,5,4,E,32747439.5,13,39900000
"Changathali, L'",L,31597883.37,Changathali,28959910.28,4,7,E,32747439.5,10,17000000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,3.2,5,S,32245048.02,13,24500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,5,W,31258615.52,13,35000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,3,4,NW,34218387,20,32000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,6,6,E,32747439.5,13,38000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,3,6,W,31258615.52,13,28000000
"changu Narayan, K'",K,33377333.82,Changu Narayan,31626667.01,3.3,4,N,30729924.74,10,31000000
"Sitapaila, K'",K,33377333.82,Sitapaila,31149607.91,5.1,4,E,32747439.5,13,38000000
"Pepsicola, K'",K,33377333.82,Pepsicola,36370158.96,4,4,E,32747439.5,20,32500000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,5.1,5,E,32747439.5,10,32500000
"Kharibot, K'",K,33377333.82,Kharibot,33840952.73,3.2,6,N,30729924.74,13,29000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,3,6,SE,33504792.57,20,28000000
"Balkumari, L'",L,31597883.37,Balkumari,38873677.11,4.5,3,NE,35380083.03,16,66000000
"Nepaltar, K'",K,33377333.82,Nepaltar,31112381.3,3,7,E,32747439.5,11,21900000
"Nakhipot, L'",L,31597883.37,Nakhipot,33737087.32,3.2,5,S,32245048.02,13,28000000
"Ramkot, K'",K,33377333.82,Ramkot,29382807.27,3.3,3,SE,33504792.57,10,17500000
"Nakhipot, L'",L,31597883.37,Nakhipot,33737087.32,3.5,5,SW,37155594.23,20,27000000
"Hattiban, L'",L,31597883.37,Hattiban,35023601.02,3.2,6,S,32245048.02,13,25500000
"Tenzing Chowk, K'",K,33377333.82,Tenzing Chowk,32751795.25,4,5,E,32747439.5,13,36500000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,3.1,6,W,31258615.52,13,29500000
"Old Baneshwor, K'",K,33377333.82,Old Baneshwor,33377333.82,3,6,E,32747439.5,16,45000000
"Dhobikhola, K'",K,33377333.82,Dhobikhola,34524848.93,3.5,5,NE,35380083.03,27,46000000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,5,7,N,30729924.74,13,34500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,4,W,31258615.52,13,35000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,2.2,4,E,32747439.5,12,18800000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,E,32747439.5,10,27000000
"Phutung, K'",K,33377333.82,Phutung,31639444.85,3,3,W,31258615.52,13,15000000
"Lolang, K'",K,33377333.82,Lolang,26742083.64,3,8,W,31258615.52,10,25500000
"Balkumari, L'",L,31597883.37,Balkumari,38873677.11,2.3,5,N,30729924.74,25,33000000
"Tikathali, L'",L,31597883.37,Tikathali,24394856.6,3.1,6,N,30729924.74,13,25000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,5,6,SW,37155594.23,13,37000000
"Kusunti, L'",L,31597883.37,Kusunti,31340991.25,5.2,4,E,32747439.5,13,39500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,5,W,31258615.52,13,27500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,2.3,4,N,30729924.74,10,22000000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,3,4,W,31258615.52,20,12000000
"Bagbazar, K'",K,33377333.82,Bagbazar,32706667.11,5.1,4,NE,35380083.03,12,70000000
"Sukedhara, K'",K,33377333.82,Sukedhara,35285287.52,5.2,4,S,32245048.02,13,55000000
"Satdobato, L'",L,31597883.37,Satdobato,38589946.99,6.1,5,W,31258615.52,13,45000000
"Bistachhap, L'",L,31597883.37,Bistachhap,29289902.81,4,8,S,32245048.02,13,13500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.3,5,S,32245048.02,13,32500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,4,E,32747439.5,16,37500000
"Thankot, K'",K,33377333.82,Thankot,20753333.46,3,2,NE,35380083.03,10,14500000
"Maharajgunj, K'",K,33377333.82,Maharajgunj,44988666.91,4,4,E,32747439.5,14,24000000
"Dhumbarahi, K'",K,33377333.82,Dhumbarahi,38251555.88,4,3,E,32747439.5,10,38000000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4,6,W,31258615.52,13,29500000
"Kalanki, K'",K,33377333.82,Kalanki,29237407.68,4.2,5,NE,35380083.03,20,25500000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4,8,N,30729924.74,12,31000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,4,SE,33504792.57,20,42500000
"Maharajgunj, K'",K,33377333.82,Maharajgunj,44988666.91,3,4,W,31258615.52,20,30000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4,6,S,32245048.02,13,34500000
"Sunakothi, L'",L,31597883.37,Sunakothi,34811177.11,3.2,4,SE,33504792.57,20,37500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,5,5,S,32245048.02,14,85000000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,6.1,7,NE,35380083.03,14,34500000
"Panipokhari, K'",K,33377333.82,Panipokhari,37731111.52,3.2,7,NE,35380083.03,18,65000000
"Gokarneswhor, K'",K,33377333.82,Gokarneswhor,31126667.01,4,6,W,31258615.52,32,30000000
"Pasikot, K'",K,33377333.82,Pasikot,31132444.61,4,5,E,32747439.5,13,34000000
"Dhumbarahi, K'",K,33377333.82,Dhumbarahi,38251555.88,8,9,SE,33504792.57,12,67500000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,6,6,S,32245048.02,16,47000000
"Gongabu, K'",K,33377333.82,Gongabu,35322539.91,4,6,W,31258615.52,20,60000000
"Khadka Gaun, K'",K,33377333.82,Khadka Gaun,31636410.63,4,5,W,31258615.52,13,33000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,4,6,N,30729924.74,13,34000000
"Lazimpat, K'",K,33377333.82,Lazimpat,33983809.87,4.3,6,NE,35380083.03,12,42000000
"Sunakothi, L'",L,31597883.37,Sunakothi,34811177.11,5,3,NE,35380083.03,20,37500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6,4,NE,35380083.03,13,78000000
"Hattigauda, K'",K,33377333.82,Hattigauda,40129495.1,6.2,4,W,31258615.52,20,77000000
"Syuchatar, K'",K,33377333.82,Syuchatar,27880494.01,4,4,SE,33504792.57,18,38000000
"Gwarko, L'",L,31597883.37,Gwarko,29086036.25,2.3,2,S,32245048.02,13,15500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3,4,E,32747439.5,13,23500000
"Thaiba, L'",L,31597883.37,Thaiba,31469343.16,3.3,4,S,32245048.02,20,18000000
"Ochu Height, L'",L,31597883.37,Ochu Height,31410519.63,3.2,5,S,32245048.02,13,27000000
"Koteshwor, K'",K,33377333.82,Koteshwor,38518222.55,4,5,S,32245048.02,6,41500000
"Bhaisepati, L'",L,31597883.37,Bhaisepati,39830061.41,6,4,W,31258615.52,13,78000000
"Chardobato, B'",B,30105180.59,Chardobato,31095618.72,4.2,6,S,32245048.02,20,41000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,4.3,4,W,31258615.52,13,40000000
"Deuba Chowk, K'",K,33377333.82,Deuba Chowk,39860833.64,6,6,N,30729924.74,13,43500000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,10,4,E,32747439.5,13,58000000
"Gothatar, K'",K,33377333.82,Gothatar,32267017.8,4,8,N,30729924.74,10,38000000
"Grande Hospital, K'",K,33377333.82,Grande Hospital,33809123.06,3.2,12,NW,34218387,13,30000000
"Sainbu, L'",L,31597883.37,Sainbu,35731922.25,4,5,N,30729924.74,15,30000000
"Thali, K'",K,33377333.82,Thali,29121026.01,3.5,4,N,30729924.74,10,15500000
"Kapan, K'",K,33377333.82,Kapan,25155878.88,4.1,6,NE,35380083.03,13,29500000
"Khumaltar, L'",L,31597883.37,Khumaltar,35811618.07,5,3,S,32245048.02,13,55000000
"Gaurighat, K'",K,33377333.82,Gaurighat,34751795.25,3,4,W,31258615.52,13,23000000
"Gwarko, L'",L,31597883.37,Gwarko,29086036.25,3.1,4,S,32245048.02,13,27000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,5,N,30729924.74,13,29000000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,3.2,4,E,32747439.5,13,27500000
"Narayantar, K'",K,33377333.82,Narayantar,32876667.01,4.2,12,E,32747439.5,12,35000000
"Thali, K'",K,33377333.82,Thali,29121026.01,3.2,2,W,31258615.52,10,13300000
"Dhapasi, K'",K,33377333.82,Dhapasi,35561025.73,10,4,E,32747439.5,13,61000000
"Suryabinayak, B'",B,30105180.59,Suryabinayak,30105180.59,6,8,SE,33504792.57,10,82000000
"Budhanilkantha, K'",K,33377333.82,Budhanilkantha,39650175.48,5.3,6,NE,35380083.03,27,46000000
"Lubhu, L'",L,31597883.37,Lubhu,27393622.83,2.2,5,NE,35380083.03,13,17000000
"Jarankhu, K'",K,33377333.82,Jarankhu,32814444.85,3.2,4,SW,37155594.23,10,16000000
"Katunje, B'",B,30105180.59,Katunje,29629317.16,8,5,N,30729924.74,13,35000000
"Chyau Danda, L'",L,31597883.37,Chyau Danda,30907166.7,3,4,S,32245048.02,20,24000000
"Naya Basti, K'",K,33377333.82,Naya Basti,33184889.21,4,5,N,30729924.74,10,33000000
"Nagdaha, L'",L,31597883.37,Nagdaha,29873236.14,4,4,S,32245048.02,20,41500000
"Thecho, L'",L,31597883.37,Thecho,30069916.69,4,4,N,30729924.74,16,19000000
"Mandikhatar, K'",K,33377333.82,Mandikhatar,33778245.74,8,5,NE,35380083.03,13,65000000
"Icimod, L'",L,31597883.37,Icimod,31498075.79,4,5,W,31258615.52,13,30500000
"Imadol, L'",L,31597883.37,Imadol,25687202.2,4,3,N,30729924.74,26,40000000
"Godawari, L'",L,31597883.37,Godawari,32534439.43,5,5,N,30729924.74,20,41900000
