Location,Land Area,Beadrooms,Floor,Facing,Road Acess,Price
"'Hattigauda, K'",8,8,2.5,E,13,35000000
"'Imadol, L'",4.25,7,3.5,NW,16,39500000
"'Sanothimi, B'",3.75,3,2,NE,13,22000000
"'Maharajgunj, K'",9,10,3.5,E,12,85000000
"'Samakhusi, K'",3,12,3.5,NE,13,27000000
"'Dillibazar, K'",6,12,3,E,8,72500000
"'Kirtipur, K'",5,5,2,N,13,38500000
"'Tikathali, L'",3.5,6,2.5,SE,13,31000000
"'Kalanki, K'",4,10,3,S,26,37500000
"'TIkathali, L'",3,6,2.5,NE,13,23000000
"'Battisputali, K'",5,9,3.5,SW,13,42000000
"'Tokha, K'",2.5,3,2.5,E,13,18000000
"'Kadaghari, K'",3,3,3,SW,13,22000000
"'Godawari, L'",4.5,6,3,NW,20,27000000
"'Sanepa, L'",10.5,5,2.5,S,18,85000000
"'Baghbazzar, K'",3.5,6,2,N,6,45000000
"'Budhanilkantha, K'",3.5,3,2.5,W,13,22500000
"'Budhanilkantha, K'",3.5,5,2.5,E,13,27500000
"'Kapan, K'",4.5,6,3,NE,13,40000000
"'Balkot, B'",5,2,1,E,20,30000000
"'Kapan, K'",3,5,2.5,SW,24,28500000
"'Maitidevi, K'",1.75,8,3.5,SE,12,19000000
"'Narephant, K'",2.5,6,2.5,SW,20,28000000
"'Budhanilkantha, K'",3.25,6,2,E,13,28000000
"'Suryabinayak, B'",2.81,11,3.5,S,13,17500000
"'Budhanilkantha, K'",8,4,2.5,NE,13,48000000
"'Budhanilkantha, K'",4.5,3,2.5,W,16,46000000
"'Chabahil, K'",16,3,2,SW,16,125000000
"'Imadol, L'",3.5,10,2.5,S,13,25500000
"'Imadol, L'",3,4,2.5,NW,13,23500000
"'Dadhikot, B'",3.5,6,2.5,W,13,25000000
"'Kalopul, K'",7.06,21,3.5,E,26,61000000
"'Budhanilkantha, K'",5.5,5,2.5,W,13,49000000
"'Lubhu, L'",3.31,2,1,NE,13,16500000
"'Imadol, L'",3.75,5,2,SW,13,29400000
"'Thamel, K'",3.5,9,4.5,W,20,70000000
"'Jorpati, K'",2,15,5,S,12,17000000
"'Budhanilkantha, K'",21,6,2.5,NE,13,150000000
"'Ason, K'",1,7,7,W,8,40000000
"'Baluwatar, K'",15,4,2.5,N,10,120000000
"'Dallu, K'",5.75,13,3.5,S,6,29800000
"'Dallu, K'",2,16,5,SW,5,30000000
"'Taukhel, L'",4.75,4,2.5,S,20,29500000
"'Kapan, K'",4.5,7,3.5,SE,20,42500000
"'Budhanilkantha, K'",5,4,2.5,N,13,48000000
"'Tokha, K'",3,5,2.5,N,13,23000000
"'Lamatar, L'",26,8,3,S,20,80600000
"'Budhanilkantha, K'",5,6,2.5,NE,13,28000000
"'Harisiddhi, L'",3,4,2.5,N,18,28000000
"'Mid Baneshwor, K'",3.62,9,3,W,10,40000000
"'Kapan, K'",8,5,3.5,SE,13,75000000
"'Gokarneshwor, K'",3.5,6,2.5,SW,13,25000000
"'Bhangal, K'",4.5,4,2.5,E,13,42500000
"'Tarkeshwor, K'",6.31,31.5,1.5,S,13,25000000
"'Tikathali, L'",3,6,2.5,SW,13,21500000
"'Imadol, L'",5.5,6,3,E,13,51500000
"'Imadol, L'",3,5,3.5,NE,16,38000000
"'Imadol, L'",4,5,3,E,13,37500000
"'Imadol, L'",5.37,6,2.5,SW,20,44500000
"'Old Baneshwor, K'",7.76,4,2,S,10,70000000
"'Imadol, L'",3.25,5,3,E,15,30000000
"'Baluwatar, K'",6,4,2.5,W,15,72500000
"'Thamel, K'",0.75,5,5,W,16,19000000
"'Tikathali, L'",4,7,3.5,NE,22,27500000
"'Thimi, B'",5,6,2.5,E,10,34500000
"'Kapan, K'",3,5,2.5,SW,13,18500000
"'Budhanilkantha, K'",3.93,6,2.5,N,13,34000000
"'Budhanilkantha, K'",4.25,6,2.5,N,13,39000000
"'Banasthali, K'",8.5,6,2.5,SE,13,85000000
"'Imadol, L'",2.75,9,3,SW,13,23000000
"'Tarkeshwor, K'",6,3,2,W,22,25500000
"'Jorpati, K'",3,7,2.5,NW,10,22000000
"'Tikathali, L'",4,6,3,SE,20,37500000
"'Dhapakhel, L'",5.5,5,2.5,W,20,33000000
"'Dhapakhel, L'",3.5,7,2.5,NE,14,18000000
"'Dhapakhel, L'",3.5,7,2.5,NE,14,19000000
"'Jorpati, K'",3.5,5,2.5,E,10,22500000
"'Koteshwor, K'",5.13,10,4.5,NE,20,67500000
"'Tarkeshwor, K'",4.06,2,1,SE,13,17000000
"'Banasthali, K'",4,6,3.5,SE,13,41000000
"'Maitidevi, K'",3.5,20,5.5,S,23,41000000
"'Bhangal, K'",3.75,7,2.5,NE,13,36000000
"'Kapan, K'",11.5,10,4,E,20,58000000
"'Bhangal, K'",4.5,6,3,E,13,31000000
"'Bhangal, K'",4,6,2.5,W,13,33000000
"'Suryabinayak, B'",3.25,3,2.5,SW,13,21000000
"'Patan, L'",1.25,8,4.5,E,13,28000000
"'Samakhusi, K'",5,3,2.5,S,12,55100000
"'Syuchatar, K'",4.5,11,3.5,W,13,35000000
"'Tahachal, K'",4.5,16,3.5,S,10,50000000
"'Bhotebahal, K'",1,9,4.5,NE,12,35000000
"'Kumarigal, K'",4,4,2.5,SW,12,30000000
"'Jorpati, K'",3,6,3.5,W,13,29000000
"'Tokha, K'",3.5,6,2.5,SW,10,25000000
"'Samakhusi, K'",6,9,3.5,S,13,49500000
"'Baneshwor, K'",16,3,2.5,N,10,123200000
"'Bishalnagar, K'",6.5,4,2.5,W,12,82500000
"'Sankhapark, K'",4.9,13,3.5,W,16,40000000
"'Sukedhara, K'",3.5,7,3,E,12,28000000
"'Gumba, K'",4,2,1,E,13,18500000
"'Thimi, B'",3.75,6,2.5,W,13,25000000
"'Suryabinayak, B'",1,7,2.5,N,13,18000000
"'Suryabinayak, B'",4,12,3.5,SE,18,25000000
"'Biruwa, B'",4.5,4,2.5,N,18,13500000
"'Jhaukhel, B'",3.5,2,1,W,10,12000000
"'SanoThimi, B'",7,5,3.5,E,13,65000000
"'Radhe Radhe, B'",4,5,2,SE,20,26000000
"'Suryabinayak, B'",3.62,1,1,N,13,16500000
"'Suryabinayak, B'",5.5,6,3.5,NE,15,30000000
"'Duwakot, B'",5.06,11,4.5,SE,20,19800000
"'Suryabinayak, B'",3.5,8,3,NW,13,24000000
"'Gundu, B'",3.5,4,2,S,26,11500000
"'Gamcha, B'",5,6,3,NE,13,30000000
"'Changunarayan, B'",6.25,3,1,N,4,12000000
"'Changunarayan, B'",2,5,3.5,S,4,7000000
"'Radhe Radhe, B'",2.5,9,2.5,NW,13,15500000
"'Radhe Radhe, B'",2.65,7,4.5,N,35,23500000
"'Sirutar, B'",3.06,4,2.5,E,13,22000000
"'SanoThimi, B'",3.4,6,3,N,13,31500000
"'Kaushaltar, B'",3.3,7,3.5,NW,20,24000000
"'Radhe Radhe, B'",3.35,6,2.5,W,20,32000000
"'Changunarayan, B'",2.6,7,3.5,N,8,18500000
"'Balkot, B'",3.5,5,2.5,NE,12,28000000
"'Gatthaghar, B'",3.45,3,2.5,W,14,21500000
"'Gundu, B'",4.75,7,2.5,W,20,20000000
"'Duwakot, B'",4.25,5,2.5,N,16,26000000
"'Balkot, B'",6.31,4,2.5,NW,20,42500000
"'Lokanthali, B'",3.5,6,4.5,S,20,45000000
"'Thimi, B'",4,5,2.5,W,30,26500000
"'Nekosera, B'",4.33,5,2.5,E,20,46500000
"'SanoThimi, B'",4.3,8,3.5,SW,10,33000000
"'Radhe Radhe, B'",3.2,4,4.5,SE,26,37000000
"'Lamatar, L'",5.5,3,2,SE,24,19500000
"'Nakhipot, L'",4,7,2.5,SE,12,27000000
"'Tikathali, L'",3.5,6,3,N,13,34000000
"'Imadol, L'",3.5,6,3.5,E,13,33000000
"'Sandol, L'",2.75,4,2.5,W,10,18000000
"'Sanagaun, L'",3.5,10,2.5,S,13,25500000
"'Sanagaun, L'",3,4,2.5,NW,13,23500000
"'Tikathali, L'",3.75,5,2.5,SW,13,29400000
"'Tikathali, L'",3.06,2,1,NE,13,14000000
"'Godawari, L'",6.25,6,2.5,E,13,19000000
"'Godawari, L'",4.75,4,2.5,S,20,29500000
"'Bojepokhari, L'",3.25,6,3,E,12,27500000
"'Godawari, L'",4.31,5,2.5,SW,20,14000000
"'Basukibasti, L'",5.5,12,3.5,SE,13,39500000
"'Patan, L'",4,13,4,NE,20,40000000
"'Thecho, L'",3.5,5,2.5,N,12,25000000
"'Bojepokhari, L'",4.5,9,3.5,NW,13,39000000
"'Bhaisepati, L'",4.5,4,2.5,S,13,45000000
"'Bagdol, L'",5,4,2.5,NW,10,31500000
"'Bhaisepati, L'",4,4,3,SE,18,45500000
"'Lubhu, L'",2.812,5,2.5,SW,13,18000000
"'Sanogaun, L'",5.25,6,3,SE,20,48500000
"'Bhaisepati, L'",3,4,3.5,N,10,31000000
"'Sitapakha, L'",4,7,2.5,NE,13,30000000
"'Bhaisepati, L'",4,4,2.5,E,20,42500000
"'Bhaisepati, L'",4.687,4,2.5,S,20,45000000
"'Nakhipot, L'",4,4,3,NE,20,30000000
"'Dhapakhel, L'",2.9,4,2.5,W,10,28000000
"'Sanepa, L'",5,6,3,N,13,58000000
"'Satdobato, L'",3.3,8,2.5,E,10,20000000
"'Satdobato, L'",4.3,8,3,E,9,36000000
"'Sunakothi, L'",5,6,3,E,20,47000000
"'Sainbu, L'",3.75,5,2.5,W,13,27500000
"'Tokha, K'",4,7,2.5,W,13,35000000
"'Tarkeshwor, K'",3.5,6,3,SE,13,23500000
"'Tarkeshwor, K'",4,5,2,NW,16,18000000
"'Tarkeshwor, K'",3.25,2,1,E,16,16000000
"'Tokha, K'",3.5,5,2.5,E,13,20000000
"'Tokha, K'",2.5,5,2.5,NW,13,25500000
"'Tokha, K'",3.5,6,2.5,SE,13,24000000
"'Tokha, K'",3,5,3,S,13,28000000
"'Tokha, K'",6,4,2.5,N,12,16000000
"'Tokha, K'",4,5,2.5,SE,26,37000000
