Location,Land Area,Bedrooms,Floor,Facing,Road Access,Price
"Imadol, L'",5.2,6,2.0,E,20,31500000.0
"Ochu Height, L'",3.2,6,2.5,S,13,29000000.0
"Imadol, L'",4.2,5,3.0,E,20,42500000.0
"Bhaisepati, L'",4.0,4,2.0,SE,12,46500000.0
"Bhaisepati, L'",4.0,5,2.5,N,20,40000000.0
"Sanepa, L'",5.0,6,3.0,NE,16,59500000.0
"Nakhu, L'",5.0,4,2.5,E,13,39000000.0
"Setipakha, L'",4.0,8,3.0,E,13,32000000.0
"Setipakha, L'",4.0,8,3.0,E,13,32500000.0
"Sunakothi, L'",7.1,4,2.5,S,20,51500000.0
"Kalanki, K'",4.0,8,3.5,S,10,35000000.0
"Imadol, L'",4.3,4,2.5,E,20,32500000.0
"Bhangal, K'",3.1,5,2.5,N,13,32000000.0
"Sukedhara, K'",5.2,5,2.5,S,13,55000000.0
"Setipakha, L'",2.3,5,2.5,E,13,23000000.0
"Chandragiri, K'",3.3,3,2.0,E,20,17000000.0
"Imadol, L'",2.3,5,3.5,S,13,24000000.0
"Tikathali, L'",4.0,4,2.5,S,13,27500000.0
"Tikathali, L'",3.2,4,2.5,S,13,22500000.0
"Lubhu, L'",4.2,4,2.5,E,13,18000000.0
"Imadol, L'",3.2,3,2.5,S,14,25000000.0
"Setipakha, L'",3.1,1,1.0,NE,13,16500000.0
"Bhaisepati, L'",6.3,5,2.5,S,12,51000000.0
"Imadol, L'",7.0,5,2.5,E,20,59900000.0
"Bhaisepati, L'",3.2,5,2.5,N,13,27500000.0
"Sudal, B'",4.0,2,1.0,E,13,12700000.0
"Baluwatar, K'",4.0,4,2.5,SE,20,22500000.0
"Bhaisepati, L'",6.0,6,3.5,S,18,61000000.0
"Hattiban, L'",4.1,5,3.5,S,18,36900000.0
"Sunakothi, L'",2.3,3,2.0,E,20,23000000.0
"Budhanilkantha, K'",4.0,5,2.0,S,14,32000000.0
"Nil Barahi Mandir, B'",3.2,6,2.5,SW,20,15500000.0
"Dhapasi, K'",4.2,7,2.5,W,13,42500000.0
"Katyani Chowk, K'",7.0,9,2.5,E,24,65000000.0
"Gaurighat, K'",4.0,6,2.0,N,15,35000000.0
"Budhanilkantha, K'",3.2,6,3.0,S,16,28000000.0
"Lubhu, L'",3.0,2,1.5,S,13,13300000.0
"Imadol, L'",2.2,4,2.0,S,13,16000000.0
"Harisiddhi, L'",3.1,4,2.5,W,13,25000000.0
"Harisiddhi, L'",3.0,5,2.5,W,20,28000000.0
"Imadol, L'",3.2,5,2.5,SW,14,27000000.0
"Bhaisepati, L'",4.2,5,2.5,S,16,39900000.0
"Bhaisepati, L'",5.0,4,3.5,S,16,49900000.0
"Lubhu, L'",4.2,5,2.5,E,10,17000000.0
"Bhaisepati, L'",3.3,4,2.5,SW,20,42500000.0
"Sanagaun, L'",3.0,4,2.0,W,13,17000000.0
"Balkot, B'",5.0,5,2.5,SE,20,52500000.0
"Bageshwori, B'",5.0,7,2.5,S,13,25000000.0
"Bhangal, K'",4.2,7,2.5,W,13,32000000.0
"Tikathali, L'",3.2,6,3.0,S,18,25000000.0
"Imadol, L'",3.2,4,2.5,W,13,23500000.0
"Muhanpokhari, K'",3.2,7,3.0,S,20,20000000.0
"Samakhusi, K'",3.0,3,2.5,W,13,39000000.0
"Budhanilkantha, K'",6.0,5,2.5,N,12,33000000.0
"Chandol, K'",9.3,6,2.5,E,20,85000000.0
"Hepali Height, K'",5.0,4,3.5,N,16,60300000.0
"Imadol, L'",3.1,4,2.5,S,16,16500000.0
"Imadol, L'",3.1,4,2.5,NW,20,22500000.0
"Hepali Height, K'",6.2,6,2.5,S,13,33000000.0
"Mandikhatar, K'",9.1,8,3.5,SW,16,75000000.0
"Imadol, L'",3.1,5,3.0,W,13,27500000.0
"Bojepokhari, L'",3.2,6,2.5,E,12,28500000.0
"Hattigauda, K'",4.0,6,2.5,E,14,31500000.0
"Tikathali, L'",4.0,7,2.5,N,13,27500000.0
"Imadol, L'",3.0,6,3.5,E,13,23500000.0
"Thaiba, L'",5.2,6,2.5,NE,20,29000000.0
"Tikathali, L'",3.0,6,3.0,N,13,25500000.0
"Imadol, L'",4.0,3,2.5,N,20,32500000.0
"Imadol, L'",3.3,5,3.5,E,13,27000000.0
"Imadol, L'",3.1,4,2.5,W,13,24500000.0
"Imadol, L'",4.2,5,2.5,N,13,29500000.0
"Lasuntar, K'",4.0,5,2.5,NE,12,25000000.0
"Khumaltar, L'",6.0,6,2.5,S,13,45000000.0
"Imadol, L'",2.3,4,3.0,E,13,24000000.0
"Imadol, L'",2.2,4,3.0,N,13,23000000.0
"Imadol, L'",4.0,4,3.0,SW,13,26500000.0
"Tikathali, L'",4.1,5,2.5,NW,13,32000000.0
"Imadol, L'",3.0,5,2.5,E,13,29000000.0
"Imadol, L'",3.0,6,3.5,W,20,27500000.0
"Tikathali, L'",3.2,6,3.0,NE,13,25500000.0
"Imadol, L'",3.1,5,2.5,W,13,27500000.0
"Imadol, L'",3.2,5,3.0,W,26,34000000.0
"Nakhu, L'",3.2,4,2.5,E,20,27500000.0
"Imadol, L'",4.1,5,2.5,NE,20,42500000.0
"Sanagaun, L'",5.2,4,2.5,NE,13,16000000.0
"Samakhusi, K'",3.2,6,2.5,N,13,35500000.0
"Imadol, L'",3.0,6,2.5,NE,13,27500000.0
"Lubhu, L'",7.1,6,2.5,E,20,59000000.0
"Bhaisepati, L'",4.0,4,2.5,NW,20,28500000.0
"Taukhel, L'",4.0,5,3.0,W,12,27500000.0
"Hattiban, L'",3.1,6,2.5,S,13,28000000.0
"Hattiban, L'",4.0,6,2.5,NW,14,32500000.0
"Sundarbasti, K'",4.2,6,2.5,E,13,39000000.0
"Narayanthan, K'",4.0,4,2.5,W,20,42500000.0
"Katunje, B'",4.1,5,2.5,SW,13,34000000.0
"Dhapasi, K'",7.0,4,3.0,E,20,47500000.0
"Sundarbasti, K'",3.3,4,2.5,NE,13,34500000.0
"Nayapati, K'",6.1,11,2.5,W,20,29000000.0
"Imadol, L'",2.9,5,3.5,SW,13,26500000.0
"Satdobato, L'",6.0,4,2.0,S,15,15000000.0
"Nakhipot, L'",4.2,7,3.5,SE,16,42500000.0
"Khumaltar, L'",4.2,6,3.0,S,12,42000000.0
"Basundhara, K'",3.2,7,2.5,S,20,27500000.0
"Jyotinagar, K'",4.2,5,3.5,N,16,29500000.0
"Kuleshwor, K'",2.2,7,5.0,E,27,45000000.0
"Bansbari, K'",7.0,4,2.5,S,14,21000000.0
"Khumaltar, L'",4.3,6,2.5,N,16,39000000.0
"Dhapasi, K'",7.2,4,2.5,S,13,46000000.0
"Bhangal, K'",3.2,6,2.5,E,13,24000000.0
"Mahadevtar, K'",10.2,8,3.5,SW,13,60000000.0
"Budhanilkantha, K'",4.2,6,3.0,E,13,38500000.0
"Pasikot, K'",4.0,5,2.5,W,13,28000000.0
"Bhaisepati, L'",4.2,5,2.5,E,14,30000000.0
"Imadol, L'",2.3,3,3.5,N,13,23000000.0
"Satdobato, L'",3.0,5,2.0,E,20,26000000.0
"Budhanilkantha, K'",3.0,5,3.5,E,12,25500000.0
"Banasthali, K'",8.0,5,2.5,E,20,50000000.0
"Hattigauda, K'",5.2,4,2.5,E,13,33000000.0
"Phutung, K'",2.2,4,2.5,W,13,16000000.0
"Gurjudhara, K'",4.0,5,2.5,S,13,32500000.0
"Pasikot, K'",5.2,5,2.5,E,20,39000000.0
"Balkumari, L'",9.0,6,2.5,E,13,55000000.0
"Bhaisepati, L'",4.2,5,2.5,NW,16,42500000.0
"Imadol, L'",4.0,4,2.5,S,13,31000000.0
"Sitapaila, K'",5.0,5,2.5,S,13,35000000.0
"Balkhu, K'",3.2,4,2.5,E,20,37000000.0
"Tikathali, L'",3.0,6,2.5,E,13,28500000.0
"Imadol, L'",4.0,7,3.0,E,13,36500000.0
"Grande Hospital, K'",3.2,6,2.5,S,13,33000000.0
"Hattigauda, K'",6.0,5,2.0,S,20,62500000.0
"Hattigauda, K'",8.0,7,2.5,S,13,75000000.0
"Imadol, L'",3.1,3,2.5,W,30,35000000.0
"Imadol, L'",3.2,4,2.5,E,13,31000000.0
"Gwarko, L'",3.0,6,3.0,NE,13,23500000.0
"Gwarko, L'",3.0,4,3.5,W,13,29500000.0
"Budhanilkantha, K'",5.0,6,3.5,E,13,46500000.0
"Budhanilkantha, K'",4.0,6,3.0,S,13,31500000.0
"Uttardhoka, K'",4.0,5,2.0,S,20,15000000.0
"Budhanilkantha, K'",9.0,2,2.0,SE,13,22500000.0
"Imadol, L'",2.3,4,2.5,E,13,19000000.0
"Satdobato, L'",3.3,4,2.5,W,13,31000000.0
"Bhaisepati, L'",4.2,4,2.5,E,20,43500000.0
"Gwarko, L'",3.1,5,2.5,N,12,22000000.0
"Imadol, L'",4.0,5,3.0,E,13,31000000.0
"Sitapaila, K'",6.0,6,2.5,W,20,55000000.0
"Gongabu, K'",7.1,10,5.0,N,12,60000000.0
"Imadol, L'",3.0,5,2.5,N,13,28000000.0
"Ochu Height, L'",3.1,6,3.0,N,13,27500000.0
"Gwarko, L'",3.2,5,2.5,S,13,29500000.0
"Lubhu, L'",2.3,5,3.0,W,23,19500000.0
"Imadol, L'",4.0,6,2.5,E,16,28000000.0
"Imadol, L'",3.0,3,2.5,E,14,29000000.0
"Imadol, L'",3.2,5,3.0,E,13,29000000.0
"Imadol, L'",3.2,4,2.5,E,13,29000000.0
"Bhaisepati, L'",5.0,4,3.0,E,13,45000000.0
"Dhapasi, K'",2.3,4,2.5,NW,13,22500000.0
"Golfutar, K'",3.0,5,2.0,E,14,26000000.0
"Dadhikot, B'",4.3,8,3.5,SW,13,33000000.0
"Harisiddhi, L'",3.0,3,2.5,S,20,27000000.0
"Imadol, L'",4.1,5,2.5,S,13,27500000.0
"Mulpani, K'",2.2,5,2.5,E,12,16000000.0
"Bafal, K'",7.0,6,2.5,W,14,47000000.0
"Imadol, L'",3.1,4,2.5,S,13,25000000.0
"Imadol, L'",3.2,4,2.5,W,13,25000000.0
"Sanepa, L'",7.2,6,2.5,S,13,90000000.0
"Sitapaila, K'",4.0,9,3.5,N,12,23000000.0
"Lainchaur, K'",8.0,8,2.5,S,8,35000000.0
"Greenhill City, K'",4.0,8,4.5,W,11,27000000.0
"Sunakothi, L'",9.0,5,2.5,S,20,85000000.0
"Hattiban, L'",5.0,5,2.5,NW,20,70000000.0
"Hattiban, L'",3.3,3,2.5,NW,22,35000000.0
"Lolang, K'",3.0,11,2.5,W,10,18000000.0
"Dhapakhel, L'",3.0,6,2.0,N,16,25000000.0
"Shantinagar, K'",3.0,9,2.0,S,13,45000000.0
"Dakshindhoka, K'",3.0,3,2.5,NE,20,26000000.0
"Budhanilkantha, K'",4.0,6,2.5,W,13,34500000.0
"Budhanilkantha, K'",5.0,6,2.0,SW,14,37500000.0
"Mhaipi, K'",5.1,4,2.5,N,20,42500000.0
"Dadhikot, B'",5.0,4,2.5,E,10,30000000.0
"Mandikhatar, K'",8.0,6,2.5,NE,13,65000000.0
"Pasikot, K'",4.2,8,2.5,E,14,30000000.0
"Lolang, K'",3.0,11,2.5,SE,12,17500000.0
"Satungal, K'",4.2,4,2.5,NW,13,29500000.0
"Dhapakhel, L'",6.0,6,3.0,N,13,43000000.0
"Imadol, L'",3.1,6,2.5,E,13,31000000.0
"Imadol, L'",6.3,7,3.0,S,13,45000000.0
"Imadol, L'",3.0,5,2.5,S,13,26500000.0
"Imadol, L'",3.2,5,2.5,S,13,29500000.0
"Greenland Chowk, K'",5.0,5,2.0,SE,20,37500000.0
"Tikathali, L'",3.0,4,2.5,S,13,25500000.0
"Sanagaun, L'",2.3,5,2.5,S,20,22500000.0
"Tikathali, L'",3.0,9,2.5,E,13,28500000.0
"Deuba Chowk, K'",6.0,8,2.5,W,13,60000000.0
"Kageshwori, K'",2.2,3,2.0,E,13,16500000.0
"Budhanilkantha, K'",4.0,10,3.0,N,13,33500000.0
"Wasik, K'",5.0,9,2.0,W,13,27500000.0
"Bojepokhari, L'",3.0,7,2.5,N,13,22500000.0
"Imadol, L'",3.0,7,3.0,E,13,25000000.0
"Sanagaun, L'",5.3,6,3.0,E,15,28000000.0
"Imadol, L'",2.2,5,3.0,S,13,26000000.0
"Imadol, L'",3.0,4,3.0,W,13,28000000.0
"Imadol, L'",3.2,5,2.5,W,13,27000000.0
"Imadol, L'",3.3,5,3.0,NW,16,32500000.0
"Deuba Chowk, K'",7.0,4,2.5,S,14,65000000.0
"Imadol, L'",3.0,7,3.5,SW,13,27500000.0
"Thamel, K'",2.3,5,3.0,E,10,23000000.0
"Budhanilkantha, K'",5.2,4,2.5,SE,13,57500000.0
"Sitapaila, K'",4.0,4,2.5,W,13,50000000.0
"Mid Baneshwor, K'",3.0,5,2.5,S,14,17500000.0
"Narayanthan, K'",5.0,7,2.5,E,10,55000000.0
"Hepali Height, K'",4.3,6,3.0,W,13,46500000.0
"Sanepa, L'",2.5,3,3.0,SE,13,35000000.0
"Baluwatar, K'",6.0,8,3.5,S,10,76000000.0
"Manamaiju, K'",9.1,4,3.5,SE,13,73500000.0
"Greenhill City, K'",3.0,5,2.5,SE,13,23000000.0
"Budhanilkantha, K'",6.0,6,2.5,SW,14,39000000.0
"Sainbu, L'",4.0,7,3.0,SE,18,35000000.0
"Thali, K'",2.2,5,2.5,E,12,16000000.0
"Balkot, B'",3.3,5,3.0,W,13,28000000.0
"Budhanilkantha, K'",4.0,10,3.0,W,16,40000000.0
"Pasikot, K'",3.2,4,2.5,S,20,22500000.0
"Bhaisepati, L'",4.0,4,2.5,S,15,29000000.0
"Jyotinagar, K'",3.0,4,2.0,S,20,26500000.0
"Bagdurbar, K'",4.0,6,4.5,S,13,30000000.0
"Pepsicola, K'",6.2,6,3.5,S,20,55500000.0
"Bijulibajar, K'",6.0,8,4.0,SE,12,85000000.0
"Sundarbasti, K'",3.2,4,2.5,E,13,33800000.0
"Pepsicola, K'",5.0,5,2.5,N,13,29000000.0
"Harisiddhi, L'",3.2,5,2.5,E,13,26000000.0
"Ghattekulo, K'",3.2,6,3.5,E,18,32500000.0
"Bhangal, K'",5.1,7,3.0,SW,13,45000000.0
"Nakhudole, L'",4.2,4,2.0,S,4,15500000.0
"Baluwakhani, K'",3.2,6,2.5,W,10,27500000.0
"Lele, L'",6.4,4,2.5,SE,20,73000000.0
"Kapan, K'",4.0,5,2.5,SE,13,32000000.0
"Khusibu, K'",4.0,4,2.5,W,26,39000000.0
"Imadol, L'",9.0,6,2.5,E,13,60000000.0
"Nakhipot, L'",7.0,6,2.5,SE,13,46000000.0
"Sitapaila, K'",8.2,8,3.5,SE,12,49500000.0
"Pasikot, K'",5.0,8,3.5,S,13,28000000.0
"Samakhusi, K'",6.0,10,5.0,E,24,60000000.0
"Imadol, L'",2.3,3,3.0,E,13,21500000.0
"Baluwakhani, K'",3.0,4,3.0,SE,12,21500000.0
"Mahadevtar, K'",10.2,5,3.5,SW,13,60000000.0
"Sampang Chowk, L'",4.2,7,2.5,NE,13,38000000.0
"Ganesh Chowk, K'",6.0,8,3.5,N,20,58000000.0
"Bhaisepati, L'",5.0,7,3.0,S,20,42500000.0
"Makalbari, K'",3.3,8,3.0,SE,12,27500000.0
"Thaiba, L'",6.0,3,2.5,S,20,50000000.0
"Icimod, L'",4.3,6,2.5,W,13,39000000.0
"Imadol, L'",4.0,3,2.5,S,14,42500000.0
"Tahachal, K'",4.1,4,2.5,N,20,56500000.0
"Lasuntar, K'",4.1,4,2.5,E,13,31000000.0
"Imadol, L'",3.0,6,1.0,E,16,22500000.0
"Imadol, L'",7.0,4,2.5,S,16,45000000.0
"Lubhu, L'",3.0,5,2.5,S,13,22000000.0
"Imadol, L'",4.2,4,2.5,E,13,45000000.0
"Thecho, L'",9.3,6,2.5,S,12,85000000.0
"Nakhipot, L'",2.5,4,2.5,E,13,20000000.0
"Naxal, K'",4.0,3,2.5,W,13,55000000.0
"Bafal, K'",3.2,4,2.5,NE,14,37000000.0
"Banasthali, K'",4.0,6,3.0,E,13,34000000.0
"Budhanilkantha, K'",9.0,4,2.5,S,12,57500000.0
"Chundevi, K'",6.0,5,2.5,N,15,67500000.0
"Thankot, K'",5.0,6,2.5,W,10,22000000.0
"Sampang Chowk, L'",2.3,5,2.5,S,13,23000000.0
"Danchhi, K'",3.1,2,1.0,S,10,15000000.0
"New Baneshwor, K'",1.1,3,3.5,E,20,16800000.0
"Kadaghari, K'",3.0,1,2.5,S,15,17300000.0
"Hattigauda, K'",6.2,4,2.5,W,30,77000000.0
"Mahadevsthan, K'",5.0,6,2.5,S,10,22000000.0
"Pasikot, K'",3.8,5,2.5,E,13,31000000.0
"Pasikot, K'",4.0,5,2.5,SE,13,29900000.0
"Gothatar, K'",3.0,5,2.5,S,10,21000000.0
"Dharmasthali, K'",4.2,2,1.0,NE,13,13000000.0
"Dulal Gaun, K'",5.2,2,1.0,N,16,18500000.0
"Narayanthan, K'",4.0,2,1.0,S,20,17000000.0
"Dhalmal, K'",3.2,6,2.5,N,13,26500000.0
"Imadol, L'",4.0,5,2.5,S,13,19500000.0
"Sainbu, L'",7.3,5,2.5,NE,17,85000000.0
"Saraswotinagar, K'",3.0,3,2.0,W,27,23000000.0
"Thecho, L'",4.0,5,2.5,N,13,32500000.0
"Thecho, L'",4.0,4,2.5,S,10,26000000.0
"Imadol, L'",3.2,8,2.5,N,13,29500000.0
"Baluwatar, K'",8.2,6,2.5,E,14,68000000.0
"Dhapasi, K'",2.2,4,1.0,S,15,15500000.0
"Budhanilkantha, K'",3.2,6,2.5,E,13,34500000.0
"Hattigauda, K'",3.2,6,2.5,E,13,25000000.0
"Sainbu, L'",5.1,5,2.5,NE,14,36500000.0
"Golfutar, K'",7.0,5,2.0,NE,13,54900000.0
"Dhapasi, K'",9.2,6,2.5,E,13,75000000.0
"Chhauni, K'",6.0,4,2.0,W,12,37000000.0
"Dhapakhel, L'",4.0,6,3.5,S,20,38000000.0
"Mid Baneshwor, K'",7.0,5,2.5,E,26,67500000.0
"Gatthaghar, B'",5.2,5,2.5,W,13,40000000.0
"Hepali Height, K'",5.2,5,2.5,NE,15,55000000.0
"Kapan, K'",4.3,6,2.0,SE,13,31000000.0
"Thulo Bharayang, K'",3.3,4,2.5,SE,13,22000000.0
"Nakhipot, L'",3.2,6,2.5,S,20,33000000.0
"Nakhipot, L'",3.0,6,2.5,S,20,29000000.0
"Satdobato, L'",7.2,8,4.0,N,18,52500000.0
"Imadol, L'",3.4,6,2.5,NW,16,39900000.0
"Hattiban, L'",7.0,5,3.0,S,20,55000000.0
"Imadol, L'",3.1,7,2.5,S,20,27500000.0
"Naya Basti, K'",5.0,5,2.5,W,20,35000000.0
"Sukedhara, K'",4.0,4,2.5,S,13,38500000.0
"Kapan, K'",3.0,6,2.5,W,13,25000000.0
"Mandikhatar, K'",5.0,6,2.0,S,20,27500000.0
"Grande Hospital, K'",4.0,3,2.0,W,14,32500000.0
"Matatirtha, K'",3.0,2,1.5,NE,12,12000000.0
"Grande Hospital, K'",3.2,3,1.0,N,10,19000000.0
"Lambagar, K'",2.5,4,2.5,SE,8,16000000.0
"Budhanilkantha, K'",3.3,3,2.5,W,13,24500000.0
"Satungal, K'",3.0,7,3.0,SE,13,21000000.0
"Kapan, K'",3.2,6,3.5,E,12,39000000.0
"Bhaisepati, L'",3.8,5,2.5,W,14,45000000.0
"Ekatabasti, K'",3.0,6,2.5,E,13,31000000.0
"Sitapaila, K'",2.2,3,2.5,SE,13,23500000.0
"Balkumari, L'",4.3,5,3.0,S,13,47000000.0
"Birendra Chowk, K'",4.2,5,2.5,S,13,30500000.0
"Dhaneshwor, K'",3.2,7,2.5,S,12,20000000.0
"Kaushaltar, B'",3.0,4,2.5,S,12,30000000.0
"Nakhu, L'",4.1,4,2.5,SW,13,36000000.0
"Pasikot, K'",3.2,4,2.5,SE,13,28500000.0
"Gairgaun, K'",3.3,5,2.5,SE,13,22000000.0
"Dhalmal, K'",3.1,5,2.5,E,12,22000000.0
"Sanagaun, L'",4.0,6,2.5,W,16,19000000.0
"Gurjudhara, K'",4.0,8,2.5,SE,26,30000000.0
"Bansbari, K'",5.0,3,1.0,N,13,10000000.0
"Hattiban, L'",3.0,4,2.0,SE,14,20000000.0
"Aarubari, K'",4.0,5,2.5,E,12,35000000.0
"Imadol, L'",3.2,4,2.5,E,13,24000000.0
"Tokha, K'",3.0,6,2.5,W,13,26500000.0
"Imadol, L'",3.5,5,2.5,NE,12,26000000.0
"Bhangal, K'",5.0,5,2.5,E,20,40000000.0
"Matatirtha, K'",4.2,5,3.0,NW,13,29000000.0
"Dharmasthali, K'",3.2,3,1.0,W,13,13000000.0
"Gongabu, K'",4.0,5,3.5,S,12,35000000.0
"Kapan, K'",4.1,5,2.5,W,13,35500000.0
"Hattiban, L'",6.1,5,2.5,N,20,55000000.0
"Imadol, L'",5.0,4,3.0,N,13,36000000.0
"Goldhunga, K'",3.0,2,1.0,E,10,12000000.0
"Lubhu, L'",2.2,6,2.5,NE,13,17000000.0
"Imadol, L'",3.1,5,2.5,E,20,27500000.0
"Hattiban, L'",8.0,7,2.5,N,16,65000000.0
"Budhanilkantha, K'",4.0,6,2.5,E,13,36500000.0
"Nagarjun, K'",4.0,7,3.0,NE,30,38700000.0
"Tokha, K'",5.2,5,2.5,NE,12,45000000.0
"Hattigauda, K'",4.0,4,3.0,SE,13,30000000.0
"Kalopool, K'",3.8,2,1.0,SE,15,22000000.0
"Sitapaila, K'",3.3,6,2.5,W,20,26500000.0
"Kapan, K'",3.0,2,1.0,E,12,16500000.0
"Bhaisepati, L'",5.0,7,2.5,SW,20,36000000.0
"Pasikot, K'",3.0,5,2.5,W,18,23000000.0
"Chunikhel, K'",3.0,4,2.5,E,12,16000000.0
"Naikap, K'",8.2,7,3.0,N,13,47500000.0
"Thulo Bharayang, K'",4.0,5,2.5,S,12,29000000.0
"Khusibu, K'",3.1,5,2.5,E,15,34000000.0
"Narayantar, K'",3.0,5,3.0,E,13,24500000.0
"Bafal, K'",4.0,7,2.0,E,13,37500000.0
"Khumaltar, L'",4.2,6,2.5,E,20,42500000.0
"Imadol, L'",2.3,5,2.5,N,12,21500000.0
"Imadol, L'",4.0,5,2.5,N,13,37500000.0
"Gwarko, L'",4.0,7,3.5,NW,13,47500000.0
"Imadol, L'",2.3,4,2.5,S,13,23500000.0
"Koteshwor, K'",4.2,7,3.5,E,25,47000000.0
"Bafal, K'",8.0,6,3.0,S,20,90000000.0
"Nepaltar, K'",3.2,8,3.0,S,13,22400000.0
"Kapan, K'",3.3,7,2.5,S,13,26500000.0
"Dhapasi, K'",4.0,6,2.5,S,15,39900000.0
"Kuleshwor, K'",3.0,6,4.5,E,18,33500000.0
"Sano thimi, B'",4.0,6,2.5,S,18,49000000.0
"Makalbari, K'",6.1,5,2.5,N,12,37000000.0
"Imadol, L'",3.0,5,2.5,NW,20,27500000.0
"Bhaisepati, L'",6.0,4,2.5,S,20,64000000.0
"Durbar Marga, K'",7.0,12,2.5,W,14,40000000.0
"Taulung, K'",5.0,2,1.5,E,14,40000000.0
"Phutung, K'",4.0,4,2.5,S,20,29900000.0
"Bouddha, K'",6.2,7,3.0,E,20,45000000.0
"Budhanilkantha, K'",4.0,7,2.5,NE,13,38500000.0
"Narayantar, K'",3.2,7,2.5,SW,16,37500000.0
"Imadol, L'",3.0,4,2.5,E,20,25000000.0
"Nepaltar, K'",3.0,11,4.0,E,9,19600000.0
"Jarankhu, K'",5.0,5,3.0,E,22,28400000.0
"Nepaltar, K'",3.0,9,4.0,E,9,16200000.0
"Maitrinagar, K'",6.0,10,3.5,NE,13,55000000.0
"Thimi, B'",5.0,8,4.5,NW,20,50000000.0
"Bhangal, K'",4.0,4,2.5,W,12,27500000.0
"Kharibot, K'",5.0,7,3.0,E,16,42500000.0
"Dharmasthali, K'",4.0,4,2.0,N,20,21000000.0
"Imadol, L'",2.3,4,2.5,E,13,23000000.0
"Imadol, L'",3.3,5,2.5,S,20,42500000.0
"Setipakha, L'",3.1,4,2.5,NE,13,26500000.0
"Bhaisepati, L'",6.0,4,3.5,W,13,70000000.0
"Kapan, K'",4.0,2,1.0,S,15,24000000.0
"Ochu Height, L'",5.0,8,3.5,E,13,41000000.0
"Thapathali, K'",6.2,6,3.0,S,12,44500000.0
"Kharibot, K'",10.3,6,2.5,NE,13,45000000.0
"Manamaiju, K'",3.0,6,3.5,S,22,27500000.0
"Imadol, L'",3.2,4,2.5,E,20,45000000.0
"Budhanilkantha, K'",8.0,5,3.0,SW,20,68000000.0
"Jyotinagar, K'",5.1,4,2.5,E,13,46500000.0
"Hattigauda, K'",4.2,5,2.0,W,13,34500000.0
"Basundhara, K'",4.2,6,2.5,SE,16,42000000.0
"Imadol, L'",3.2,4,2.5,E,14,43000000.0
"Imadol, L'",3.0,5,2.5,W,13,25500000.0
"Imadol, L'",3.0,5,2.5,S,13,27500000.0
"Harisiddhi, L'",3.0,4,2.5,W,20,27000000.0
"Thaiba, L'",3.2,4,2.5,E,13,24000000.0
"Dhapasi, K'",3.2,4,2.5,N,14,29000000.0
"Chandol, K'",5.0,7,2.5,N,12,36000000.0
"Tyanglafat, K'",7.2,4,2.5,E,20,57000000.0
"Ganesh Chowk, K'",4.0,4,2.5,W,13,41700000.0
"Budhanilkantha, K'",3.1,6,2.5,E,13,29900000.0
"Imadol, L'",3.2,6,3.0,E,12,20000000.0
"Setipakha, L'",4.0,8,3.0,W,13,26500000.0
"Budhanilkantha, K'",8.0,9,3.0,N,13,55000000.0
"Sanagaun, L'",5.0,7,2.5,E,20,33500000.0
"Imadol, L'",2.5,1,1.0,S,10,14000000.0
"Tikathali, L'",3.0,5,2.5,S,13,25500000.0
"Imadol, L'",4.0,6,2.5,W,15,32500000.0
"Sitapaila, K'",3.1,4,2.5,N,18,22500000.0
"Tikathali, L'",3.0,7,2.5,S,13,23000000.0
"Pasikot, K'",4.0,5,2.5,SE,13,35000000.0
"Imadol, L'",3.1,4,2.5,S,20,26500000.0
"Sanagaun, L'",4.0,6,2.5,NE,13,29500000.0
"Tikathali, L'",3.1,2,1.0,NE,13,16000000.0
"Chapali, K'",2.3,6,3.5,E,13,27000000.0
"Tikathali, L'",3.0,4,2.5,S,13,23000000.0
"Sundarbasti, K'",4.2,6,3.5,NE,13,38800000.0
"Mandikhatar, K'",4.1,7,2.5,E,13,39800000.0
"Budhanilkantha, K'",5.0,5,2.5,W,13,43500000.0
"Syuchatar, K'",3.0,4,3.0,NW,10,23000000.0
"Kalanki, K'",3.0,5,2.5,S,10,23000000.0
"Pepsicola, K'",3.1,4,2.5,N,20,34000000.0
"Satungal, K'",2.2,3,3.0,E,4,15000000.0
"Baneshwor, K'",3.0,6,3.5,SW,20,38000000.0
"Mandikhatar, K'",4.0,6,2.5,S,13,37500000.0
"Tikathali, L'",4.2,8,3.0,N,13,42500000.0
"Imadol, L'",4.1,5,2.5,N,13,34500000.0
"Imadol, L'",3.0,5,3.5,N,13,26500000.0
"Imadol, L'",3.1,5,3.0,S,13,31500000.0
"Tikathali, L'",3.3,5,2.5,S,13,37500000.0
"Buddha Chowk, K'",5.2,5,2.5,E,13,39000000.0
"New Buspark, K'",6.0,6,2.5,W,4,40000000.0
"Chhauni, K'",3.2,5,2.5,S,13,35000000.0
"Bhaisepati, L'",4.1,4,3.0,W,20,58600000.0
"Balkot, B'",9.0,5,2.5,N,26,45000000.0
"Dhumbarahi, K'",5.2,8,3.5,NW,13,55000000.0
"Bansbari, K'",4.2,5,2.5,S,12,51000000.0
"Naya Basti, K'",3.2,5,2.5,N,10,26000000.0
"Dhapasi, K'",3.0,5,2.5,N,13,27000000.0
"Megha City, K'",3.2,3,1.5,N,13,12000000.0
"Imadol, L'",5.2,7,3.0,E,18,38500000.0
